"","voxel_size_x in mm","voxel_size_y in mm","voxel_size_z in mm","area in mm2","volume in mm3","SA_Vol in mm-1","centroid_x in pixels","centroid_y in pixels","centroid_z in pixels","weighted_centroid_x in pixels","weighted_centroid_y in pixels","weighted_centroid_z in pixels"
"SAMPLE-004-T0",0.00703299,0.00703299,0.00703299,195.266269542917,8.01524844267418,24.361848661271,421.61293472397,376.021005591393,379.219825162093,423.356645672639,377.31069183806,379.485212968471
"SAMPLE-005-T0",0.00703299,0.00703299,0.00703299,148.418589252028,3.90682888308373,37.989529025617,270.588884673238,260.317847509451,228.343552729912,270.771894679736,260.002271648615,229.167647680021
"SAMPLE-008-T0",0.00703299,0.00703299,0.00703299,72.8898386665421,4.89048198551759,14.9044284147031,223.348525418823,200.650693261323,259.659422433625,223.630827370887,200.469583996238,260.281052478184
"SAMPLE-009-T0",0.00703299,0.00703299,0.00703299,206.228749161064,13.6812128472748,15.0738645369546,280.014244875592,255.211166538616,412.001941632386,280.481090835567,255.286201285698,413.981052995294
"SAMPLE-011-T0",0.00703299,0.00703299,0.00703299,177.77794429889,11.8122853109514,15.0502582369957,233.975226321444,317.335063730061,353.629120029196,234.175826374181,317.47060453237,353.688649185502
"SAMPLE-012-T0",0.00703299,0.00703299,0.00703299,199.593449049891,18.0576781955818,11.0531069879585,296.828623140035,299.245933482325,333.023176849601,296.943925699285,298.756738198264,333.66974701049
"SAMPLE-013-T0",0.00703299,0.00703299,0.00703299,213.382682673071,13.5887754918095,15.7028632051273,268.527758368724,290.009739718317,486.330697072688,268.443901731946,289.536949928977,485.69557499347
"SAMPLE-014-T0",0.00703299,0.00703299,0.00703299,98.1612484052576,7.64701887542052,12.8365380031653,234.583426101358,230.817453362715,258.143165456531,234.919543867521,230.56930697469,258.664686457779
"SAMPLE-015-T0",0.00703299,0.00703299,0.00703299,60.7589502536322,2.54968742600725,23.8299603448958,169.295034979108,164.898330075893,175.166115391831,168.983909003854,164.50306664752,175.628027584666
"SAMPLE-018-T0",0.00703311,0.00703311,0.00703311,66.9931276744611,4.30033929493693,15.5785678942442,211.784256232164,201.650979646306,204.045606428375,211.368110613465,201.940533421938,204.204358110295
"SAMPLE-019-T0",0.00703299,0.00703299,0.00703299,143.909852260602,10.0697064294418,14.2913652219133,295.13088589141,276.467235335472,304.266340133798,295.340003707272,276.445537086474,305.122215346717
"SAMPLE-021-T0",0.00703299,0.00703299,0.00703299,156.61830727073,9.18821649962088,17.0455612661273,260.47393176379,289.160074788537,315.646764968725,260.521465201544,288.95998375269,316.185605980549
"SAMPLE-022-T0",0.00703299,0.00703299,0.00703299,180.215856808086,15.3247444494468,11.7597952385165,324.664959948491,270.860916856719,347.502771721153,323.531457841346,270.08005012141,349.138867003525
"SAMPLE-023-T0",0.00703299,0.00703299,0.00703299,195.808038345931,14.9927277054793,13.0602010649717,293.658694876748,350.557515367583,284.487380271231,292.964330189898,350.806596773486,284.805211618552
"SAMPLE-024-T0",0.00703299,0.00703299,0.00703299,222.541044499622,18.5909986213087,11.970365284442,339.392223292832,365.464696214038,296.419528351502,339.263581036495,364.737424497329,297.307172540741
"SAMPLE-025-T0",0.00703299,0.00703299,0.00703299,185.837436461806,16.7588046732857,11.0889433992891,353.874576612596,403.005399008028,315.685666256206,354.178930030561,402.565183460037,315.087897971372
"SAMPLE-028-T0",0.00703299,0.00703299,0.00703299,457.416209148942,24.9948279128701,18.3004344236118,394.426082224357,428.297734329388,447.793009682778,394.940336133799,428.291867401941,446.541828026328
"SAMPLE-029-T0",0.00703299,0.00703299,0.00703299,264.282997592443,10.9244804530712,24.1918138558383,294.314220478111,397.292976929023,459.72862297937,293.100323669466,397.999814393638,459.412268194252
"SAMPLE-030-T0",0.00703299,0.00703299,0.00703299,181.600607307113,10.1189234195715,17.9466332313446,379.095031873936,343.493907700178,259.0301703828,379.207308343174,343.392746327636,259.49982248885
"SAMPLE-031-T0",0.00703299,0.00703299,0.00703299,280.773600009564,12.9848272241824,21.6232064672115,316.743499789398,387.291531951938,584.798048357509,316.443807558777,387.735735481666,583.246905487692
"SAMPLE-032-T0",0.00703299,0.00703299,0.00703299,363.214913238703,29.6842699039235,12.2359389135825,343.331453072884,349.79765397788,450.002887347655,343.266028317016,349.979985019037,448.583640526993
"SAMPLE-033-T0",0.00703299,0.00703299,0.00703299,409.23294156532,26.2474239669943,15.5913563967239,436.339353243423,373.981393161811,497.930995006275,435.463258455366,374.511162061311,495.329279950952
"SAMPLE-034-T0",0.00703311,0.00703311,0.00703311,116.154826172981,10.7384108138007,10.8167612682225,221.783820185537,259.946138946862,309.900077619511,220.828014110343,259.774786713264,310.998056128886
"SAMPLE-035-T0",0.00703299,0.00703299,0.00703299,271.572742702818,26.8657762400873,10.1085016221342,384.870457024599,366.28837822834,413.221557887607,383.447326574213,365.532967935643,414.510826532842
"SAMPLE-038-T0",0.00703299,0.00703299,0.00703299,330.365787152716,14.6472747371212,22.5547614202563,442.310719793843,403.113144433626,369.348326693078,441.855808325848,402.790685193753,369.426319453749
"SAMPLE-039-T0",0.00703299,0.00703299,0.00703299,121.816195521014,6.86204267009471,17.7521769212975,397.008504875228,307.629011274352,194.54802715943,399.686047893498,306.417740707655,195.163695180479
"SAMPLE-041-T0",0.00703299,0.00703299,0.00703299,149.644284495433,7.05551922238053,21.2095353692401,319.270748286306,236.898656813291,352.959425085875,319.043589508357,236.297061085049,352.126830637438
"SAMPLE-042-T0",0.00703299,0.00703299,0.00703299,371.642008235482,18.8367457878361,19.7296291207301,334.789973138834,382.583108954717,534.763054002433,334.945230143831,380.580217529345,537.293026298245
"SAMPLE-043-T0",0.00703299,0.00703299,0.00703299,237.416761323419,14.996022405179,15.831982302282,317.064152417629,343.662387350491,386.943677112706,316.791033339786,344.253740274199,387.773099799224
"SAMPLE-044-T0",0.00703299,0.00703299,0.00703299,270.975167865565,20.8741037578748,12.9814037052172,353.329853626499,356.446680267188,348.993431120095,354.442869645952,356.180645729583,349.650456920177
"SAMPLE-045-T0",0.00703299,0.00703299,0.00703299,393.435869172145,22.9501562730513,17.1430583953857,366.652181529476,343.977439422068,488.44927682515,367.093602392214,343.799383564681,489.528432832369
"SAMPLE-048-T0",0.00703299,0.00703299,0.00703299,104.534969223576,7.78635186834984,13.4254103835832,277.501490118743,232.740227398026,298.275733622008,277.561493273424,232.353822435468,299.066087167624
"SAMPLE-049-T0",0.00703299,0.00703299,0.00703299,495.62449020432,15.1224128046833,32.7741674959984,324.326485089673,267.789982371295,367.454095666123,327.528529426229,284.205830663632,350.1954739865
"SAMPLE-092-T0",0.00703299,0.00703299,0.00703299,204.450172238661,13.681225370682,14.9438494505606,280.014264034505,255.21111307577,412.002039473678,280.481096723922,255.286163181935,413.981242223177
